batting_team,bowling_team,venue,pitch_condition,temperature,humidity,overs_completed,runs_scored,wickets_lost,run_rate,last_5_overs_runs,striker_strike_rate,non_striker_strike_rate,partnership_runs,boundaries_hit,extras_conceded,predicted_total
Punjab Kings,Chennai Super Kings,Narendra Modi Stadium,slow,37,56,19.1,101,7,5.12,24,62.76,63.75,48,10,8,120
Lucknow Super Giants,Royal Challengers Bangalore,Sawai Mansingh Stadium,slow,36,76,13.9,74,1,5.28,29,73.05,63.1,35,7,13,120
Punjab Kings,Kolkata Knight Riders,M. Chinnaswamy Stadium,flat,29,64,6.1,67,2,10.07,38,125.51,117.76,27,6,13,223
Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,slow,38,50,15.5,70,8,4.68,22,64.49,53.6,12,7,8,120
Mumbai Indians,Sunrisers Hyderabad,Sawai Mansingh Stadium,batting friendly,33,69,15.5,111,8,6.88,42,82.93,88.38,30,8,14,147
Sunrisers Hyderabad,Rajasthan Royals,M. A. Chidambaram Stadium,bowling friendly,28,88,8.9,51,1,5.37,19,64.57,54.43,52,4,2,120
Royal Challengers Bangalore,Chennai Super Kings,Ekana Cricket Stadium,green,30,37,18.6,89,10,4.5,22,60.19,53.43,38,5,14,120
Gujarat Titans,Kolkata Knight Riders,Rajiv Gandhi International Stadium,batting friendly,33,83,15.1,142,0,8.79,45,118.72,95.35,50,12,2,185
Punjab Kings,Kolkata Knight Riders,Wankhede Stadium,slow,32,83,13.8,83,2,5.84,28,74.29,70.15,49,9,12,120
Mumbai Indians,Rajasthan Royals,Eden Gardens,slow,27,69,5.7,36,1,6.19,21,76.77,71.62,82,3,15,133
Kolkata Knight Riders,Lucknow Super Giants,Narendra Modi Stadium,batting friendly,36,52,6.8,59,2,7.99,25,106.84,91.69,43,6,9,173
Rajasthan Royals,Mumbai Indians,M. Chinnaswamy Stadium,green,39,90,8.7,58,2,6.17,21,79.12,74.68,71,4,11,128
Kolkata Knight Riders,Gujarat Titans,Sawai Mansingh Stadium,bowling friendly,40,54,12.9,91,0,6.56,36,78.98,80.98,50,8,4,143
Punjab Kings,Royal Challengers Bangalore,Arun Jaitley Stadium,flat,28,34,17.5,172,3,9.42,55,116.55,98.06,32,18,14,192
Delhi Capitals,Gujarat Titans,Ekana Cricket Stadium,bowling friendly,29,81,18.8,100,0,4.84,23,58.58,58.89,85,10,3,120
Chennai Super Kings,Royal Challengers Bangalore,PCA Stadium,flat,40,53,7.4,80,1,10.19,37,123.7,113.25,40,8,11,217
Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,slow,30,61,12.3,63,7,5.51,32,71.63,61.91,59,6,2,120
Chennai Super Kings,Punjab Kings,Arun Jaitley Stadium,flat,29,68,10.8,103,1,9.23,51,117.13,104.16,45,10,4,185
Chennai Super Kings,Mumbai Indians,Rajiv Gandhi International Stadium,batting friendly,25,84,13.2,111,2,8.51,49,104.13,100.71,40,11,14,168
Chennai Super Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,green,35,75,6.3,42,4,5.41,16,75.05,68.25,50,4,7,142
Chennai Super Kings,Royal Challengers Bangalore,PCA Stadium,bowling friendly,32,54,9.6,40,4,4.68,17,61.66,52.24,19,3,6,120
Kolkata Knight Riders,Mumbai Indians,M. A. Chidambaram Stadium,slow,38,82,8.4,54,2,6.5,22,78.83,65.34,54,4,2,128
Kolkata Knight Riders,Lucknow Super Giants,Eden Gardens,balanced,36,57,19.4,148,4,7.93,49,100.79,80.83,33,17,13,158
Delhi Capitals,Rajasthan Royals,M. A. Chidambaram Stadium,batting friendly,33,77,14.0,110,0,8.04,39,96.72,84.39,52,9,6,162
Sunrisers Hyderabad,Mumbai Indians,M. Chinnaswamy Stadium,balanced,31,46,17.7,123,2,6.8,33,89.47,81.99,43,11,11,140
Rajasthan Royals,Punjab Kings,Rajiv Gandhi International Stadium,batting friendly,35,35,18.8,177,1,9.24,58,114.24,106.74,35,16,2,187
Chennai Super Kings,Kolkata Knight Riders,M. Chinnaswamy Stadium,bowling friendly,30,55,16.9,75,4,4.55,29,56.52,48.58,40,8,11,120
Mumbai Indians,Gujarat Titans,Sawai Mansingh Stadium,batting friendly,32,71,19.5,135,7,7.45,39,90.94,79.07,61,16,9,145
Sunrisers Hyderabad,Chennai Super Kings,M. Chinnaswamy Stadium,batting friendly,38,42,9.1,86,1,9.13,29,121.83,108.8,75,7,13,191
Chennai Super Kings,Rajasthan Royals,Ekana Cricket Stadium,bowling friendly,28,44,6.7,36,4,4.94,16,64.46,55.75,53,3,9,120
Kolkata Knight Riders,Chennai Super Kings,M. Chinnaswamy Stadium,flat,28,50,11.5,109,2,9.1,58,122.99,110.11,69,9,14,187
Lucknow Super Giants,Chennai Super Kings,Rajiv Gandhi International Stadium,batting friendly,37,50,12.4,102,6,7.74,44,99.77,80.75,14,9,11,165
Kolkata Knight Riders,Gujarat Titans,PCA Stadium,batting friendly,35,78,17.1,143,4,8.54,41,114.87,93.15,21,11,4,163
Royal Challengers Bangalore,Mumbai Indians,Ekana Cricket Stadium,bowling friendly,34,68,12.4,76,1,5.87,32,75.45,61.53,48,7,6,124
Mumbai Indians,Lucknow Super Giants,Narendra Modi Stadium,green,26,55,15.7,89,2,5.9,36,71.58,65.03,24,9,3,122
Delhi Capitals,Punjab Kings,Ekana Cricket Stadium,bowling friendly,29,34,8.7,52,5,4.87,19,60.87,60.94,63,5,3,122
Kolkata Knight Riders,Sunrisers Hyderabad,Wankhede Stadium,slow,30,37,15.6,85,4,5.02,32,62.79,64.21,39,9,2,120
Lucknow Super Giants,Delhi Capitals,Rajiv Gandhi International Stadium,balanced,26,84,10.0,61,5,5.65,33,78.04,60.58,60,6,10,123
Sunrisers Hyderabad,Rajasthan Royals,Wankhede Stadium,green,37,52,15.1,88,0,6.0,34,72.4,69.98,67,8,14,125
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,flat,28,33,5.7,63,0,10.15,36,123.0,111.21,58,4,15,224
Royal Challengers Bangalore,Lucknow Super Giants,Ekana Cricket Stadium,slow,33,54,10.6,60,5,5.76,31,71.19,65.89,15,4,14,121
Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,flat,35,46,17.1,153,5,8.89,45,114.15,109.29,23,16,2,181
Kolkata Knight Riders,Delhi Capitals,M. Chinnaswamy Stadium,slow,38,76,10.3,61,3,6.12,39,81.86,63.46,42,6,5,124
Kolkata Knight Riders,Chennai Super Kings,Sawai Mansingh Stadium,bowling friendly,30,87,8.5,48,1,5.8,20,70.02,60.62,41,4,10,120
Punjab Kings,Gujarat Titans,PCA Stadium,green,35,55,6.5,38,1,6.53,24,87.22,75.52,37,3,11,126
Punjab Kings,Lucknow Super Giants,Eden Gardens,batting friendly,28,90,9.9,69,3,7.12,24,91.77,79.81,65,4,2,147
Punjab Kings,Kolkata Knight Riders,Ekana Cricket Stadium,slow,34,76,5.9,42,2,6.16,21,85.89,71.8,82,3,13,141
Lucknow Super Giants,Punjab Kings,M. Chinnaswamy Stadium,dry,30,35,11.1,76,3,7.22,39,87.73,87.7,44,5,4,137
Sunrisers Hyderabad,Gujarat Titans,Narendra Modi Stadium,balanced,33,66,6.9,48,0,7.3,26,87.73,87.71,46,5,7,139
Kolkata Knight Riders,Chennai Super Kings,M. Chinnaswamy Stadium,slow,25,59,8.6,41,5,5.2,16,66.16,62.72,55,3,2,120
Mumbai Indians,Royal Challengers Bangalore,Narendra Modi Stadium,bowling friendly,28,48,10.3,60,4,5.47,32,72.41,61.8,64,6,7,120
Mumbai Indians,Sunrisers Hyderabad,M. Chinnaswamy Stadium,slow,32,68,5.6,25,2,5.37,19,70.42,64.45,70,1,6,120
Rajasthan Royals,Delhi Capitals,M. Chinnaswamy Stadium,flat,26,74,15.1,150,2,9.34,52,113.73,98.4,32,15,4,203
Lucknow Super Giants,Sunrisers Hyderabad,M. A. Chidambaram Stadium,balanced,26,90,17.9,133,4,7.26,38,92.27,89.32,60,9,5,151
Chennai Super Kings,Sunrisers Hyderabad,M. Chinnaswamy Stadium,balanced,39,74,13.0,92,7,6.64,31,85.81,77.89,15,7,3,140
Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,dry,31,84,15.3,102,0,6.82,30,90.6,76.97,30,6,3,142
Mumbai Indians,Gujarat Titans,PCA Stadium,batting friendly,39,42,16.6,124,6,7.39,42,95.49,84.01,60,8,8,157
Gujarat Titans,Chennai Super Kings,Wankhede Stadium,batting friendly,33,38,14.2,111,8,7.56,47,98.99,82.61,53,10,14,158
Lucknow Super Giants,Kolkata Knight Riders,M. Chinnaswamy Stadium,bowling friendly,36,65,17.2,109,0,6.28,29,85.88,79.38,55,10,11,132
Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,balanced,30,82,17.1,90,8,5.3,24,64.41,54.43,47,7,10,120
Kolkata Knight Riders,Punjab Kings,M. A. Chidambaram Stadium,dry,28,89,9.5,54,5,6.24,19,83.18,73.5,54,4,7,120
Royal Challengers Bangalore,Kolkata Knight Riders,Arun Jaitley Stadium,slow,37,89,15.8,95,1,6.19,32,81.62,70.95,38,8,13,127
Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Stadium,batting friendly,31,72,12.1,88,3,7.59,48,103.61,94.43,29,8,11,140
Mumbai Indians,Sunrisers Hyderabad,Eden Gardens,bowling friendly,26,70,11.3,57,6,4.73,25,63.84,49.41,36,5,10,120
Mumbai Indians,Chennai Super Kings,Arun Jaitley Stadium,green,37,64,8.3,46,2,5.48,20,66.12,62.55,59,4,15,120
Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,slow,28,87,13.0,75,2,5.06,26,60.83,59.58,40,4,10,121
Gujarat Titans,Kolkata Knight Riders,Ekana Cricket Stadium,dry,27,34,17.8,98,6,5.72,35,69.0,57.89,11,7,6,120
Rajasthan Royals,Kolkata Knight Riders,Narendra Modi Stadium,slow,32,39,16.2,114,1,6.73,38,81.81,86.44,58,9,3,139
Punjab Kings,Gujarat Titans,M. A. Chidambaram Stadium,flat,27,81,11.8,97,1,8.67,49,109.53,95.51,36,6,13,173
Royal Challengers Bangalore,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,dry,27,57,18.9,104,6,5.63,28,78.21,66.97,27,11,3,120
Mumbai Indians,Gujarat Titans,M. Chinnaswamy Stadium,flat,28,63,9.8,87,4,9.07,33,109.11,113.85,39,5,3,186
Royal Challengers Bangalore,Punjab Kings,Arun Jaitley Stadium,balanced,38,76,15.4,103,5,6.25,39,81.48,69.39,20,10,4,131
Chennai Super Kings,Royal Challengers Bangalore,Wankhede Stadium,balanced,26,35,12.3,93,6,7.04,34,95.12,73.33,44,5,10,148
Mumbai Indians,Chennai Super Kings,M. Chinnaswamy Stadium,green,29,61,9.3,54,4,6.2,19,76.11,70.87,21,6,9,122
Mumbai Indians,Gujarat Titans,Eden Gardens,green,40,45,9.2,53,2,5.52,19,73.27,59.36,72,4,8,123
Lucknow Super Giants,Punjab Kings,PCA Stadium,batting friendly,26,85,16.7,129,2,7.5,34,100.17,86.01,39,8,10,152
Sunrisers Hyderabad,Lucknow Super Giants,M. Chinnaswamy Stadium,balanced,34,48,7.6,62,1,8.19,29,112.78,87.93,74,5,6,163
Gujarat Titans,Kolkata Knight Riders,Eden Gardens,balanced,38,66,9.7,91,0,8.44,25,114.04,108.92,81,8,6,182
Punjab Kings,Royal Challengers Bangalore,Wankhede Stadium,bowling friendly,27,54,10.6,67,1,5.76,36,75.72,61.37,64,6,2,134
Gujarat Titans,Lucknow Super Giants,Sawai Mansingh Stadium,balanced,28,81,7.3,52,3,6.69,24,83.78,85.83,66,4,14,142
Punjab Kings,Kolkata Knight Riders,Wankhede Stadium,dry,25,66,8.5,58,3,6.16,20,83.7,70.68,22,3,7,135
Gujarat Titans,Sunrisers Hyderabad,Ekana Cricket Stadium,balanced,35,64,16.8,133,3,8.19,40,99.45,99.69,24,9,6,162
Royal Challengers Bangalore,Punjab Kings,PCA Stadium,balanced,26,35,18.5,114,7,5.75,26,77.46,62.9,48,12,2,125
Gujarat Titans,Rajasthan Royals,Arun Jaitley Stadium,bowling friendly,35,53,8.1,60,0,6.57,22,87.15,80.0,81,5,13,152
Delhi Capitals,Sunrisers Hyderabad,Eden Gardens,bowling friendly,32,73,18.8,83,6,4.5,27,59.42,51.17,45,8,7,120
Kolkata Knight Riders,Gujarat Titans,Ekana Cricket Stadium,dry,34,61,13.1,77,6,6.23,31,79.31,73.85,20,7,7,120
Rajasthan Royals,Royal Challengers Bangalore,Arun Jaitley Stadium,dry,29,52,10.4,77,4,7.07,35,87.95,86.87,26,8,8,154
Kolkata Knight Riders,Gujarat Titans,M. A. Chidambaram Stadium,batting friendly,34,69,9.0,82,3,8.67,29,111.94,102.72,36,5,14,187
Rajasthan Royals,Kolkata Knight Riders,Ekana Cricket Stadium,dry,29,76,6.4,40,4,6.1,22,84.4,65.59,68,2,12,133
Rajasthan Royals,Delhi Capitals,Wankhede Stadium,slow,36,45,18.3,98,3,5.36,32,68.81,64.47,37,6,2,120
Punjab Kings,Delhi Capitals,Sawai Mansingh Stadium,balanced,39,60,6.4,60,2,8.26,26,106.14,103.33,30,5,2,184
Sunrisers Hyderabad,Kolkata Knight Riders,Wankhede Stadium,dry,26,67,14.1,92,2,6.41,30,84.49,66.7,52,8,6,127
Royal Challengers Bangalore,Chennai Super Kings,M. A. Chidambaram Stadium,dry,27,71,10.9,85,0,6.95,34,94.74,74.34,83,6,13,154
Chennai Super Kings,Royal Challengers Bangalore,M. Chinnaswamy Stadium,dry,37,63,16.9,101,7,5.61,32,68.79,68.57,18,10,4,122
Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,green,30,48,18.5,121,1,6.32,39,78.04,69.76,76,8,13,131
Rajasthan Royals,Punjab Kings,Eden Gardens,slow,30,60,17.4,100,3,5.36,28,69.16,69.28,78,7,5,120
Delhi Capitals,Gujarat Titans,Narendra Modi Stadium,dry,30,32,10.2,58,4,5.88,36,78.72,66.04,56,5,5,120
Chennai Super Kings,Rajasthan Royals,Narendra Modi Stadium,dry,28,67,19.1,136,1,6.71,32,89.56,81.65,62,8,4,150
Chennai Super Kings,Punjab Kings,Ekana Cricket Stadium,green,36,36,7.5,53,2,6.25,20,84.82,64.34,76,3,13,150
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,flat,37,46,14.3,108,7,7.55,47,100.04,76.92,57,11,10,155
Mumbai Indians,Punjab Kings,Arun Jaitley Stadium,batting friendly,28,32,13.0,94,6,7.55,34,100.71,82.58,43,7,4,146
Rajasthan Royals,Kolkata Knight Riders,Narendra Modi Stadium,balanced,36,80,8.6,60,4,6.33,23,83.49,78.37,55,6,6,143
Delhi Capitals,Mumbai Indians,Wankhede Stadium,dry,28,65,19.8,110,9,5.42,32,70.98,56.5,51,8,11,120
Mumbai Indians,Royal Challengers Bangalore,Sawai Mansingh Stadium,slow,40,35,17.9,102,7,5.52,26,68.02,55.92,62,9,9,120
Punjab Kings,Mumbai Indians,Wankhede Stadium,balanced,28,33,9.3,76,0,7.38,25,101.32,76.7,86,7,14,170
Gujarat Titans,Sunrisers Hyderabad,Ekana Cricket Stadium,batting friendly,33,63,14.1,116,0,8.3,44,108.99,105.75,43,11,14,170
Mumbai Indians,Gujarat Titans,Narendra Modi Stadium,slow,37,45,8.7,64,2,6.75,21,92.75,75.02,28,6,6,142
Punjab Kings,Kolkata Knight Riders,Ekana Cricket Stadium,bowling friendly,33,82,12.9,58,2,4.5,27,55.38,53.5,72,6,2,120
Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,dry,38,63,17.7,133,1,7.6,40,98.09,79.79,85,12,13,158
Rajasthan Royals,Mumbai Indians,M. A. Chidambaram Stadium,green,32,66,16.0,108,0,6.25,36,76.56,73.3,75,11,9,134
Gujarat Titans,Kolkata Knight Riders,Narendra Modi Stadium,dry,37,83,6.0,46,4,6.61,26,86.83,80.57,54,4,6,163
Sunrisers Hyderabad,Mumbai Indians,Eden Gardens,bowling friendly,25,86,14.2,72,4,4.96,22,61.27,55.44,14,7,5,120
Royal Challengers Bangalore,Mumbai Indians,Eden Gardens,batting friendly,36,88,14.6,129,2,8.82,56,112.22,109.34,35,12,7,181
Chennai Super Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,flat,34,44,8.4,82,0,10.3,32,126.69,118.79,85,6,12,195
Lucknow Super Giants,Gujarat Titans,Ekana Cricket Stadium,bowling friendly,36,84,5.5,34,2,5.19,17,66.27,52.47,34,2,3,122
Chennai Super Kings,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,flat,31,50,17.7,151,8,8.65,55,107.59,93.61,10,14,12,167
Gujarat Titans,Chennai Super Kings,Eden Gardens,green,30,75,14.8,88,4,5.64,29,69.87,63.29,50,6,5,126
Royal Challengers Bangalore,Sunrisers Hyderabad,Sawai Mansingh Stadium,slow,40,83,14.2,66,3,4.96,29,69.38,63.1,63,4,15,120
Kolkata Knight Riders,Gujarat Titans,Sawai Mansingh Stadium,flat,31,63,13.4,108,4,7.75,36,101.27,86.94,64,9,12,168
Mumbai Indians,Rajasthan Royals,Eden Gardens,bowling friendly,37,89,10.0,45,5,4.93,31,62.62,54.87,55,3,8,120
Chennai Super Kings,Kolkata Knight Riders,M. Chinnaswamy Stadium,slow,38,44,9.6,67,2,6.37,24,82.77,78.65,27,4,4,136
Kolkata Knight Riders,Lucknow Super Giants,Narendra Modi Stadium,dry,25,44,17.1,95,6,5.82,29,73.94,73.29,71,9,3,120
Mumbai Indians,Royal Challengers Bangalore,Sawai Mansingh Stadium,balanced,31,69,6.2,55,0,8.28,28,111.29,100.67,30,4,15,178
Kolkata Knight Riders,Lucknow Super Giants,M. A. Chidambaram Stadium,batting friendly,25,70,8.3,61,4,7.28,22,100.48,93.93,73,5,5,144
Gujarat Titans,Kolkata Knight Riders,Arun Jaitley Stadium,slow,34,72,6.8,39,4,4.96,18,67.49,49.64,23,4,15,120
Chennai Super Kings,Gujarat Titans,Wankhede Stadium,bowling friendly,29,41,16.7,84,8,4.5,24,61.17,46.79,62,8,8,120
Delhi Capitals,Kolkata Knight Riders,M. A. Chidambaram Stadium,batting friendly,33,73,13.8,106,3,8.02,49,101.38,99.7,25,10,4,157
Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,flat,27,56,6.8,67,2,10.06,32,135.01,100.93,29,6,9,205
Punjab Kings,Rajasthan Royals,M. Chinnaswamy Stadium,batting friendly,40,30,11.2,93,3,7.9,43,108.89,100.04,63,7,7,162
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,bowling friendly,40,65,10.2,47,6,4.5,26,60.07,57.38,67,4,9,120
Punjab Kings,Delhi Capitals,M. Chinnaswamy Stadium,dry,38,62,7.0,50,3,6.4,24,82.18,77.29,25,3,7,142
Lucknow Super Giants,Kolkata Knight Riders,Wankhede Stadium,dry,32,64,10.3,71,1,7.22,39,95.79,88.74,75,5,9,139
Sunrisers Hyderabad,Kolkata Knight Riders,M. A. Chidambaram Stadium,batting friendly,28,47,9.8,89,4,8.35,31,105.41,99.98,58,6,8,179
Punjab Kings,Rajasthan Royals,Eden Gardens,flat,35,40,12.7,108,7,8.94,56,108.64,101.09,16,8,7,167
Chennai Super Kings,Royal Challengers Bangalore,PCA Stadium,flat,36,74,15.7,143,7,8.58,47,118.73,89.83,60,10,10,182
Lucknow Super Giants,Punjab Kings,Ekana Cricket Stadium,dry,36,70,5.3,50,0,7.93,24,102.64,85.9,26,3,6,191
Kolkata Knight Riders,Chennai Super Kings,Ekana Cricket Stadium,slow,40,36,11.0,82,0,7.27,34,98.86,94.09,47,7,10,149
Sunrisers Hyderabad,Punjab Kings,Narendra Modi Stadium,flat,37,56,18.6,165,2,8.72,51,110.3,107.74,40,10,13,176
Rajasthan Royals,Sunrisers Hyderabad,PCA Stadium,green,37,42,7.3,54,1,6.69,22,89.04,80.22,53,4,3,148
Kolkata Knight Riders,Lucknow Super Giants,M. A. Chidambaram Stadium,flat,25,61,7.3,67,1,8.66,29,107.89,97.94,48,6,2,185
Delhi Capitals,Punjab Kings,Wankhede Stadium,batting friendly,35,86,5.8,50,2,8.99,29,116.24,109.58,50,3,9,175
Rajasthan Royals,Kolkata Knight Riders,PCA Stadium,batting friendly,36,87,19.5,126,8,6.92,35,95.78,72.32,10,12,12,136
Delhi Capitals,Chennai Super Kings,Rajiv Gandhi International Stadium,slow,32,78,16.0,82,3,4.94,30,66.33,53.64,36,7,4,120
Rajasthan Royals,Mumbai Indians,M. A. Chidambaram Stadium,slow,35,62,9.7,64,1,5.93,20,80.5,70.96,71,7,14,136
Gujarat Titans,Royal Challengers Bangalore,Arun Jaitley Stadium,balanced,26,60,13.2,83,5,6.22,29,75.77,63.77,30,8,13,126
Delhi Capitals,Rajasthan Royals,Wankhede Stadium,slow,27,66,16.8,84,6,5.13,31,68.2,60.37,28,8,10,120
Punjab Kings,Lucknow Super Giants,M. A. Chidambaram Stadium,green,39,40,9.9,44,5,4.89,19,60.75,53.89,47,3,3,120
Sunrisers Hyderabad,Kolkata Knight Riders,Wankhede Stadium,batting friendly,37,88,14.0,127,0,8.68,54,111.58,93.7,64,12,14,177
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,flat,26,44,18.6,174,0,8.95,52,111.46,115.01,68,14,15,190
Lucknow Super Giants,Mumbai Indians,M. Chinnaswamy Stadium,dry,33,47,5.7,36,3,6.86,24,88.61,70.13,52,2,6,126
Lucknow Super Giants,Delhi Capitals,M. Chinnaswamy Stadium,green,32,81,16.0,87,6,4.92,29,67.06,58.42,52,7,7,120
Kolkata Knight Riders,Gujarat Titans,Ekana Cricket Stadium,slow,31,74,10.3,64,1,6.06,31,80.6,69.52,68,6,3,130
Punjab Kings,Kolkata Knight Riders,Eden Gardens,slow,32,78,8.0,39,5,5.6,17,72.3,62.78,41,2,4,120
Punjab Kings,Kolkata Knight Riders,Wankhede Stadium,balanced,33,86,13.9,88,1,6.67,30,83.91,74.59,72,8,12,129
Mumbai Indians,Rajasthan Royals,Arun Jaitley Stadium,slow,26,67,13.6,82,0,6.36,33,83.03,75.38,71,8,7,123
Lucknow Super Giants,Sunrisers Hyderabad,Eden Gardens,bowling friendly,28,38,10.3,55,1,4.92,26,67.02,61.29,76,5,4,120
Mumbai Indians,Punjab Kings,Narendra Modi Stadium,batting friendly,35,73,18.5,154,4,8.23,41,99.45,103.77,56,11,13,164
Royal Challengers Bangalore,Lucknow Super Giants,Rajiv Gandhi International Stadium,green,28,72,17.3,112,3,6.12,36,83.33,74.67,41,9,10,131
Lucknow Super Giants,Rajasthan Royals,Narendra Modi Stadium,bowling friendly,40,43,5.5,33,0,5.35,18,68.59,54.1,76,3,5,120
Delhi Capitals,Mumbai Indians,Wankhede Stadium,bowling friendly,26,43,19.4,89,10,4.5,24,54.08,55.61,44,8,13,120
Royal Challengers Bangalore,Rajasthan Royals,Eden Gardens,bowling friendly,34,37,16.1,99,1,5.67,35,73.04,66.82,66,9,2,129
Sunrisers Hyderabad,Chennai Super Kings,M. Chinnaswamy Stadium,dry,27,85,5.8,33,3,6.23,20,75.01,79.21,74,3,7,120
Sunrisers Hyderabad,Kolkata Knight Riders,Ekana Cricket Stadium,slow,35,67,9.3,52,1,5.65,21,69.86,57.05,65,5,10,120
Chennai Super Kings,Delhi Capitals,M. A. Chidambaram Stadium,batting friendly,29,66,9.8,80,3,7.42,22,98.48,74.46,55,6,15,172
Lucknow Super Giants,Sunrisers Hyderabad,M. A. Chidambaram Stadium,bowling friendly,27,44,10.0,61,0,5.57,30,72.28,60.69,72,6,13,124
Chennai Super Kings,Punjab Kings,M. Chinnaswamy Stadium,bowling friendly,26,60,5.9,29,3,5.34,17,65.61,56.51,45,2,2,120
Kolkata Knight Riders,Sunrisers Hyderabad,Arun Jaitley Stadium,bowling friendly,36,68,19.5,112,1,6.07,38,78.55,75.0,45,7,3,122
Royal Challengers Bangalore,Chennai Super Kings,Narendra Modi Stadium,bowling friendly,33,61,18.4,92,8,4.57,26,57.76,50.01,56,6,4,120
Gujarat Titans,Kolkata Knight Riders,Eden Gardens,flat,34,60,10.4,90,1,8.92,43,122.44,94.18,58,9,6,169
Chennai Super Kings,Rajasthan Royals,M. A. Chidambaram Stadium,slow,28,68,12.0,57,7,4.66,21,56.15,52.06,10,4,5,120
Gujarat Titans,Chennai Super Kings,Wankhede Stadium,balanced,26,60,6.5,61,1,8.18,31,102.43,89.93,81,5,15,187
Mumbai Indians,Delhi Capitals,M. A. Chidambaram Stadium,green,39,83,8.3,54,0,6.83,26,82.51,80.36,61,3,2,134
Gujarat Titans,Lucknow Super Giants,Arun Jaitley Stadium,slow,38,33,15.5,100,0,6.26,35,83.89,76.99,63,8,6,131
Royal Challengers Bangalore,Rajasthan Royals,Narendra Modi Stadium,dry,27,73,15.4,107,3,6.63,34,82.12,70.16,29,10,14,143
Mumbai Indians,Kolkata Knight Riders,Sawai Mansingh Stadium,balanced,31,80,5.1,33,3,7.31,25,92.07,79.18,29,2,7,132
Lucknow Super Giants,Mumbai Indians,Rajiv Gandhi International Stadium,dry,26,33,19.8,129,4,6.75,39,91.27,83.03,35,8,14,139
Rajasthan Royals,Kolkata Knight Riders,Rajiv Gandhi International Stadium,slow,38,76,6.4,40,3,5.11,17,61.4,55.42,18,4,15,126
Punjab Kings,Lucknow Super Giants,Arun Jaitley Stadium,balanced,30,40,17.7,118,8,6.78,39,82.39,85.1,31,11,5,137
Gujarat Titans,Royal Challengers Bangalore,PCA Stadium,dry,28,39,14.4,92,2,6.34,38,80.62,65.52,67,8,9,123
Royal Challengers Bangalore,Chennai Super Kings,Rajiv Gandhi International Stadium,batting friendly,32,38,17.9,136,8,7.77,43,103.73,81.31,10,10,5,149
Mumbai Indians,Delhi Capitals,Eden Gardens,batting friendly,34,39,18.6,136,7,6.82,41,86.89,69.81,64,13,6,147
Sunrisers Hyderabad,Punjab Kings,Eden Gardens,balanced,36,43,16.9,110,8,6.56,39,85.02,79.6,29,12,14,130
Royal Challengers Bangalore,Lucknow Super Giants,Ekana Cricket Stadium,dry,35,41,10.1,74,4,7.06,40,96.39,80.41,27,5,12,148
Chennai Super Kings,Punjab Kings,Ekana Cricket Stadium,balanced,35,59,5.8,54,2,7.91,26,109.56,93.73,61,4,13,185
Punjab Kings,Rajasthan Royals,Arun Jaitley Stadium,batting friendly,34,36,15.3,136,3,8.4,40,116.1,85.71,45,11,15,175
Royal Challengers Bangalore,Punjab Kings,Wankhede Stadium,balanced,32,51,10.1,84,0,7.36,44,100.67,89.84,65,6,11,170
Chennai Super Kings,Mumbai Indians,Arun Jaitley Stadium,bowling friendly,37,63,10.8,62,2,5.87,32,75.29,61.93,70,4,13,123
Lucknow Super Giants,Kolkata Knight Riders,M. A. Chidambaram Stadium,dry,25,73,18.7,117,7,6.58,31,83.23,78.11,56,10,8,127
Gujarat Titans,Sunrisers Hyderabad,PCA Stadium,green,26,50,18.5,96,6,4.67,26,58.04,48.15,51,9,8,120
Kolkata Knight Riders,Sunrisers Hyderabad,Narendra Modi Stadium,batting friendly,39,37,16.7,146,3,8.57,49,111.49,98.35,68,9,15,173
Royal Challengers Bangalore,Rajasthan Royals,Arun Jaitley Stadium,green,38,46,11.0,65,1,5.73,29,75.71,64.22,48,4,2,120
